id,批次,清单类型,备案月份,算法名称,算法类别_原始,算法类别_LLM,企业角色,企业名称,应用产品,主要用途,发放日期,注册资本_万元,省份,城市,县区,行业一级,行业二级,行业三级,经度,纬度,技术代际
7786,第十六批,深度合成,2026-03,新腔九纬办公流程文本生成算法,服务提供者,内容生成,服务提供者,杭州新腔九纬科技有限公司,新腔协同办公系统(网站),应用于文本生成场景，根据用户输入的文本、图像，生成辅助办公相关的文本。,2026-03-12,100,浙江省,杭州市,未回填,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.155070,30.274085,G4
7787,第十六批,深度合成,2026-03,奥罗拉AI智能生成算法,服务提供者,未回填,服务提供者,贵州奥罗拉信息科技有限公司,CueMeAI(APP),应用于多模态生成场景，根据用户输入的文本，生成相应的文本、图像、视频内容。,2026-03-12,100,贵州省,未回填,未回填,未回填,未回填,未回填,106.847202,26.659590,未回填
7788,第十六批,深度合成,2026-03,中雷电科AI相控阵文本生成算法,服务提供者,未回填,服务提供者,广州中雷电科科技有限公司,中雷电科AI相控阵系统(小程序)、中雷电科AI相控阵系统(网站),应用于文本生成场景，根据用户输入的文本，生成雷达方案智能设计相关的文本回复。,2026-03-12,755.41,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7789,第十六批,深度合成,2026-03,光大教育大模型内容生成算法,服务提供者,未回填,服务提供者,广东光大信息科技股份有限公司,星光易学网(网站),应用于文本生成场景，根据用户输入的作答内容图片或文本内容，生成评分结果和反馈信息。,2026-03-12,5001.52,广东省,未回填,未回填,未回填,未回填,未回填,113.671303,22.854470,未回填
7790,第十六批,深度合成,2026-03,正行资产AI诊断文本生成算法,服务提供者,未回填,服务提供者,诺亚正行基金销售有限公司,微笑基金(APP),应用于对话生成场景，根据用户输入资产数据，生成金融相关的文本回复。,2026-03-12,15000,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7791,第十六批,深度合成,2026-03,中科云诊文本生成算法,服务提供者,未回填,服务提供者,中科云诊（河南）医疗科技有限公司,中医智能辅助诊断服务系统(网站),应用于文本生成场景，根据用户输入的医疗文本，生成中医相关的文本。,2026-03-12,1000,河南省,未回填,未回填,未回填,未回填,未回填,113.643909,34.631557,未回填
7792,第十六批,深度合成,2026-03,焦点视界生成合成类算法,服务技术支持者,其他,服务技术支持者,焦点视界（杭州）人工智能有限公司,焦点IP助手(小程序),应用于多模态生成场景，服务于企业端客户，根据用户输入的文本、图像、音频、视频，生成相应的音频、包含虚拟场景的图像、视频内容。,2026-03-12,5000,浙江省,杭州市,未回填,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.155070,30.274085,G4
7793,第十六批,深度合成,2026-03,远吉智慧能源文本生成算法,服务提供者,未回填,服务提供者,广东远吉信息科技有限公司,智慧能源管理AI(网站),应用于对话生成场景，根据用户输入的文本内容，生成相应的文本回复。,2026-03-12,50,广东省,未回填,未回填,未回填,未回填,未回填,113.671303,22.854470,未回填
7794,第十六批,深度合成,2026-03,非凸数智交易深度合成算法,服务提供者,未回填,服务提供者,上海非凸智能科技有限公司,非凸智能(APP),应用于对话生成场景，根据用户输入的文本内容，生成金融交易相关的文本回复。,2026-03-12,1500,上海市,上海市,未回填,未回填,未回填,未回填,121.451641,31.182575,未回填
7795,第十六批,深度合成,2026-03,智库蜂AI生成式内容合成算法,服务提供者,未回填,服务提供者,北京申日慧诚科技有限公司,智库蜂(网站),应用于文本生成场景，根据用户输入的文本，生成相应的文本内容。,2026-03-12,110,北京市,北京市,未回填,未回填,未回填,未回填,116.374479,39.853067,未回填
7796,第十六批,深度合成,2026-03,比亚迪璇玑多模态大模型算法,服务提供者,内容生成,服务提供者,比亚迪汽车工业有限公司,智能语音助理(其他),应用于对话生成场景，根据用户输入的文本、图像，生成相应的文本内容。,2026-03-12,375765,广东省,深圳市,坪山区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,114.360433,22.678091,G4
7797,第十六批,深度合成,2026-03,海研鑫智科研多模态大模型算法,服务提供者,未回填,服务提供者,上海海研鑫智科技有限公司,科研全链路智创平台(网站),应用于文本生成场景，根据用户输入的文本、图像，生成相应的文本内容。,2026-03-12,100,上海市,上海市,未回填,未回填,未回填,未回填,121.451641,31.182575,未回填
7798,第十六批,深度合成,2026-03,沧穹智行枢纽助手大模型算法,服务提供者,未回填,服务提供者,深圳沧穹科技有限公司,杭小东(小程序)、智行沧穹(小程序)、沧穹枢纽搭子(小程序)、枢纽搭子(小程序),应用于对话生成场景，根据用户输入的文本，生成相应的文本内容。,2026-03-12,1196.58,广东省,深圳市,未回填,未回填,未回填,未回填,113.968750,22.605818,未回填
7799,第十六批,深度合成,2026-03,耳纹学健康图像识别及智能生成算法,服务提供者,未回填,服务提供者,戚如嬅耳纹科技（深圳）有限公司,耳纹AI(APP)、耳纹AI(公众账号),应用于对话生成场景，根据用户输入的图像，生成相应的文本内容。,2026-03-12,100,广东省,深圳市,未回填,未回填,未回填,未回填,113.968750,22.605818,未回填
7800,第十六批,深度合成,2026-03,新腔九纬数据识别文本生成算法,服务提供者,内容生成,服务提供者,杭州新腔九纬科技有限公司,新腔协同办公系统(网站),应用于文本生成场景，根据用户输入的文本、视频，生成相应的文本内容。,2026-03-12,100,浙江省,杭州市,未回填,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.155070,30.274085,G4
7801,第十六批,深度合成,2026-03,爱连帮心理健康问答生成算法,服务提供者,未回填,服务提供者,广州爱连帮信息科技有限公司,爱连帮(小程序),应用于对话生成场景，根据用户输入的文本、音频，生成相应的文本、音频。,2026-03-12,100,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7802,第十六批,深度合成,2026-03,面壁智能VoxCPM语音生成算法,服务提供者,内容生成,服务提供者,北京面壁智能科技有限责任公司,VoxCPM(网站),应用于语音生成场景，根据用户输入的文本，生成相应的音频。,2026-03-12,56,北京市,北京市,海淀区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.307622,39.817378,G4
7803,第十六批,深度合成,2026-03,智源可乐语言大模型算法,服务提供者,内容生成,服务提供者,北京智源人工智能研究院,智源可乐语言大模型(APP)、智源可乐语言大模型(公众账号)、智源可乐语言大模型(网站)、智源可乐语言大模型(小程序),应用于对话生成场景，根据用户输入的文本，生成相应的文本内容。,2026-03-12,1000,北京市,北京市,海淀区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.338784005878,39.9995930631424,G4
7804,第十六批,深度合成,2026-03,久其女娲GPT政务大模型算法,服务提供者,未回填,服务提供者,北京久其软件股份有限公司,久其女娲GPT(网站),应用于对话生成场景，根据用户输入的文本，生成相应的文本内容。,2026-03-12,86220.6871,北京市,北京市,未回填,未回填,未回填,未回填,116.374479,39.853067,未回填
7805,第十六批,深度合成,2026-03,白泽中医药大模型算法,服务技术支持者,未回填,服务技术支持者,中国中医科学院中药研究所,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的文本，生成中医药行业相关的文本。,2026-03-12,826,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7806,第十六批,深度合成,2026-03,友学生成合成算法,服务提供者,未回填,服务提供者,广州友学信息科技有限公司,友学AI(网站),应用于文本生成场景，根据用户输入的文本，生成相应的文本内容。,2026-03-12,102,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7807,第十六批,深度合成,2026-03,玄玑文本生成合成算法,服务提供者,未回填,服务提供者,上海玄玑曜灵科技有限公司,玄玑曜瀛科技(小程序),应用于对话生成场景，根据与用户输入的文本，生成相应的文本回复。,2026-03-12,1000,上海市,上海市,未回填,未回填,未回填,未回填,121.451641,31.182575,未回填
7808,第十六批,深度合成,2026-03,顶作AI创作内容生成算法,服务提供者,未回填,服务提供者,顶作(深圳)人工智能科技有限公司,顶作AI(网站),应用于多模态生成场景，根据用户输入的文本、图像，生成相应的图像、视频。,2026-03-12,5000,广东省,深圳市,未回填,未回填,未回填,未回填,113.968750,22.605818,未回填
7809,第十六批,深度合成,2026-03,360视频生成合成算法,服务提供者,内容生成,服务提供者,北京奇元科技有限公司,快剪辑(APP)、360AI智剪(APP)、360AI办公(APP)、美片(APP),应用于视频生成场景，根据用户输入的文本、图像，生成相应的视频内容。,2026-03-12,500,北京市,北京市,朝阳区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.490456,39.979800,G4
7810,第十六批,深度合成,2026-03,贸视界数字人生成算法,服务提供者,未回填,服务提供者,厦门贸视界软件科技有限公司,贸视界(APP)、贸视界(网站),应用于数字人生成场景，根据用户输入的文本、音频，生成唇型与发声的同步的数字人视频。,2026-03-12,100,福建省,厦门市,未回填,未回填,未回填,未回填,118.112190,24.503309,未回填
7811,第十六批,深度合成,2026-03,国际医学中心生成合成类算法,服务提供者,未回填,服务提供者,西安国际医学中心有限公司,国际医学智能客服(公众账号),应用于对话生成场景，根据用户输入的文本、图像，生成医疗领域相关的文本回复。,2026-03-12,178000,陕西省,西安市,未回填,未回填,未回填,未回填,108.917968,34.262294,未回填
7812,第十六批,深度合成,2026-03,天下无忧智能客服问答生成算法,服务技术支持者,未回填,服务技术支持者,广州天下无忧信息科技有限公司,未回填,应用于对话生成场景，服务于企业端客户，根据用户输入的文本内容，生成相应的文本回复。,2026-03-12,100,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7813,第十六批,深度合成,2026-03,明源云AI产业招商员文本生成算法,服务提供者,内容生成,服务提供者,深圳市明源云科技有限公司,明源云资产运营门户体验(小程序),应用于对话生成场景，根据用户输入的文本内容，生成产业招商相关的文本回复。,2026-03-12,183164,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.951647,22.527412,G4
7814,第十六批,深度合成,2026-03,上善多模态生成算法,服务提供者,未回填,服务提供者,合肥上善科技有限公司,直播蜂(小程序)、直播蜂(APP)、直播蜂(网站),应用于多模态生成场景，根据用户输入的文本、图像、视频文件，生成相应的文本、去水印的图像、去水印的视频内容。,2026-03-12,5,安徽省,合肥市,未回填,未回填,未回填,未回填,117.195731,31.937868,未回填
7815,第十六批,深度合成,2026-03,妙文AI多模态内容生成算法,服务提供者,未回填,服务提供者,上海妙文创意科技有限公司,妙文AI妙笔生辉多媒体交互展项(其他),应用于多模态生成场景，根据用户输入的轨迹图像，生成景点画作相关的文本、图像、音频内容。,2026-03-12,5050,上海市,上海市,未回填,未回填,未回填,未回填,121.451641,31.182575,未回填
7816,第十六批,深度合成,2026-03,天长稽核业务特征生成算法,服务提供者,未回填,服务提供者,广州天长信息技术有限公司,天长信息大数据稽核服务平台(网站),应用于对话生成场景，根据用户输入的文本内容，生成交通稽核业务相关的文本回复。,2026-03-12,1000,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7817,第十六批,深度合成,2026-03,普罗森数字人生成算法,服务提供者,未回填,服务提供者,青岛优安科技发展有限公司,普罗森数字人(APP)、普罗森数字人(小程序),应用于数字人生成场景，根据用户输入的文本、音频、视频内容，生成口型与语音同步的数字人视频。,2026-03-12,200,山东省,青岛市,未回填,未回填,未回填,未回填,119.980423,35.884171,未回填
7818,第十六批,深度合成,2026-03,四亿科学仪器文本生成算法,服务提供者,未回填,服务提供者,广州国睿科学仪器有限公司,四亿科学仪器(小程序)、四亿科学仪器(网站)、四亿科学仪器(公众账号),应用于对话生成场景，根据用户输入的文本内容，生成科学仪器相关的文本回复。,2026-03-12,1000,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7819,第十六批,深度合成,2026-03,欣佳能达智能问方内容生成算法,服务提供者,内容生成,服务提供者,四川欣佳能达医药有限公司,好医生药业(APP)、诊教授(APP),应用于对话生成场景，根据用户输入的文本、图像，生成相应的文本内容。,2026-03-12,1000,四川省,成都市,未回填,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,104.065735,30.659462,G4
7820,第十六批,深度合成,2026-03,薄荷健康图像生成算法,服务提供者,人机对话,服务提供者,上海薄荷健康科技股份有限公司,薄荷健康（APP）,应用于图像生成场景，根据用户输入的文本、图像，生成相应的图像。,2026-03-12,1194,上海市,上海市,静安区,租赁和商务服务业,商务服务业,咨询与调查,121.451845,31.298400,G4
7821,第十六批,深度合成,2026-03,慧颜AI多模态生成合成算法,服务提供者,未回填,服务提供者,北京慧人智能科技有限公司,慧人智美AI美丽助手(小程序)、慧颜AI(APP),应用于多模态生成场景，根据用户输入的图像，生成相应的文本、图像。,2026-03-12,1000,北京市,北京市,未回填,未回填,未回填,未回填,116.374479,39.853067,未回填
7822,第十六批,深度合成,2026-03,好轻生成合成算法,服务提供者,未回填,服务提供者,深圳云麦科技有限公司,好轻（APP）,应用于对话生成场景，根据用户输入的文本，生成相应的文本内容。,2026-03-12,1300,广东省,深圳市,未回填,未回填,未回填,未回填,113.968750,22.605818,未回填
7823,第十六批,深度合成,2026-03,FlinkAi平台内容生成深度合成算法,服务提供者,未回填,服务提供者,北京顶点透视公关顾问有限公司,FlinkAi平台内容生成与检索服务(网站),应用于对话生成场景，根据用户输入的文本、图像，生成相应的文本、图像。,2026-03-12,3000,北京市,北京市,未回填,未回填,未回填,未回填,116.374479,39.853067,未回填
7824,第十六批,深度合成,2026-03,云鲸智能指令驱动清洁区域图像生成算法,服务提供者,内容生成,服务提供者,云鲸智能（深圳）有限公司,云鲸智能（APP）,应用于图像生成场景，根据用户输入的语音指令，生成对应的清洁区域图像。,2026-03-12,100,广东省,深圳市,南山区,批发和零售业,批发业,机械设备、五金产品及电子产品批发,113.942755,22.524562,G4
7825,第十六批,深度合成,2026-03,腾讯ARC多模态生成合成算法,服务提供者,未回填,服务提供者,深圳市腾讯计算机系统有限公司,ARC官网(网站),应用于多模态内容生成场景，根据用户输入的文本、图像、视频，生成相应的文本、图像、视频内容。,2026-03-12,6500,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.934457,22.540822,未回填
7826,第十六批,深度合成,2026-03,慧云法律大模型算法,服务提供者,未回填,服务提供者,北京慧云数智科技有限公司,慧云驿站(小程序),应用于文本生成场景，根据用户输入的文本，生成法律相关的文本内容。,2026-03-12,100,北京市,北京市,未回填,未回填,未回填,未回填,116.374479,39.853067,未回填
7827,第十六批,深度合成,2026-03,派宝大模型内容生成算法,服务提供者,未回填,服务提供者,广东派宝机器人有限公司,机器人(其他),应用于对话生成场景，根据用户输入的音频，生成相应的文本、音频回复。,2026-03-12,929.26,广东省,未回填,未回填,未回填,未回填,未回填,113.671303,22.854470,未回填
7828,第十六批,深度合成,2026-03,卷湃多模态游戏事件与指令文本生成算法,服务提供者,内容生成,服务提供者,杭州卷湃科技有限公司,湃湃农场(小程序),应用于文本生成场景，根据用户输入的文本、视频，生成适配场景的游戏控制指令文本及自然语言文本。,2026-03-12,35,浙江省,杭州市,未回填,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.111569,30.255667,G4
7829,第十六批,深度合成,2026-03,智咻AI数字人合成算法,服务提供者,未回填,服务提供者,智唐科技（武汉）有限公司,智咻AI数字人(网站)、智咻AI数字人(APP),应用于数字人生成场景，根据用户输入的文本、音频和授权形象视频内容，生成口型与语音同步的数字人视频。,2026-03-12,500,湖北省,武汉市,未回填,未回填,未回填,未回填,114.466479,30.539840,未回填
7830,第十六批,深度合成,2026-03,中新金桥合成类年鉴文生文内容生成算法,服务提供者,未回填,服务提供者,中新金桥数字科技（北京）有限公司,AI编辑器(网站),应用于文本生成场景，根据用户输入的文本信息，生成年鉴编撰相关的文本内容。,2026-03-12,1000,北京市,北京市,未回填,未回填,未回填,未回填,116.374479,39.853067,未回填
7831,第十六批,深度合成,2026-03,聚法AI生成合成算法,服务提供者,智能推荐,服务提供者,聚法科技（长春）有限公司,聚法案例(网站)、聚法案例（APP）,应用于文本生成场景，根据用户输入的文本信息，生成法律领域相关的文本内容。,2026-03-12,100,吉林省,长春市,长春高新技术产业开发区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,125.290583,43.827404,G3
7832,第十六批,深度合成,2026-03,IDA高研院保险业务解决方案生成算法,服务提供者,内容生成,服务提供者,广州保销资讯科技有限公司,IDA高研院(APP),应用于对话生成场景，根据用户输入的文本内容，生成保险业务相关的文本回复。,2026-03-12,100,广东省,广州市,天河区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.321039,23.140105,G4
7833,第十六批,深度合成,2026-03,千问图像识别生成算法,服务技术支持者,未回填,服务技术支持者,浙江千问科技有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的图像、视频内容，生成相应的识别结果文本信息。,2026-03-12,1000,浙江省,杭州市,余杭区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.029782,30.258536,G4
7834,第十六批,深度合成,2026-03,MaxKB多模态生成合成算法-1,服务提供者,未回填,服务提供者,杭州飞致云信息科技有限公司,MaxKB智能体平台(网站)、MaxKB智能体平台(其他),应用于多模态生成场景，根据用户输入的文本、图像、音频、视频，生成相应的文本、图像、音频、视频内容。,2026-03-12,1359.24,浙江省,杭州市,未回填,未回填,未回填,未回填,120.111569,30.255667,未回填
7835,第十六批,深度合成,2026-03,微诺亚智能客服生成算法,服务提供者,未回填,服务提供者,上海叮诺科技有限公司,微诺亚(APP),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2026-03-12,105.26,上海市,上海市,未回填,未回填,未回填,未回填,121.451641,31.182575,未回填
7836,第十六批,深度合成,2026-03,小磊税务智能客服大语言模型算法,服务提供者,未回填,服务提供者,厦门启云数星科技有限公司,启云数星小磊税务智能客服(网站),应用于文本生成场景，根据用户输入的文本，生成财税相关的文本内容。,2026-03-12,2000,福建省,厦门市,未回填,未回填,未回填,未回填,118.112190,24.503309,未回填
7837,第十六批,深度合成,2026-03,普济堂中医智能辨证生成合成类算法,服务提供者,未回填,服务提供者,济南普济堂互联网医院有限公司,普济堂互联网医院(小程序)、易初云医(小程序)、济小鹊(小程序),应用于文本生成场景，根据用户输入的文本描述、舌象图像，生成中医相关的文本。,2026-03-12,100,山东省,济南市,未回填,未回填,未回填,未回填,117.098455,36.654803,未回填
7838,第十六批,深度合成,2026-03,峰极多模态内容生成算法,服务提供者,未回填,服务提供者,安徽峰极未来科技有限公司,爆乐猫(小程序),应用于多模态内容生成场景，根据用户输入的文本、图像，生成相应的文本、图像、视频内容。,2026-03-12,500,安徽省,未回填,未回填,未回填,未回填,未回填,117.241509,31.895764,未回填
7839,第十六批,深度合成,2026-03,玖晔代码生成算法,服务技术支持者,未回填,服务技术支持者,广州玖晔网络科技有限公司,未回填,应用于代码生成场景，服务于企业端客户，根据用户输入的文本，生成相应的代码。,2026-03-12,3500,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7840,第十六批,深度合成,2026-03,万钉集文字生成算法,服务提供者,未回填,服务提供者,万钉集（上海）网络科技有限公司,万钉集(网站),应用于文本生成场景，根据用户输入的文本，生成工业物料相关的文本内容。,2026-03-12,200,上海市,上海市,未回填,未回填,未回填,未回填,121.451641,31.182575,未回填
7841,第十六批,深度合成,2026-03,货拉拉智能客服大模型算法,服务提供者,未回填,服务提供者,深圳货拉拉科技有限公司,货拉拉-司机版(APP)、货拉拉(APP),应用于对话生成场景，根据用户输入的文本、音频内容，生成相应的文本、音频回复。,2026-03-12,1000,广东省,深圳市,福田区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,114.056361,22.563562,未回填
7842,第十六批,深度合成,2026-03,心跃文本生成算法,服务提供者,未回填,服务提供者,广州心跃智能科技有限公司,小青咨道Pro(小程序),应用于对话生成场景，根据用户输入的文本内容，生成相应的文本回复。,2026-03-12,9.21,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7843,第十六批,深度合成,2026-03,康柚健康内容生成算法,服务提供者,未回填,服务提供者,深圳康柚健康科技有限公司,OKOK(APP),应用于对话生成场景，根据用户输入的文本内容，生成健康管理领域相关的文本回复。,2026-03-12,125,广东省,深圳市,未回填,未回填,未回填,未回填,113.968750,22.605818,未回填
7844,第十六批,深度合成,2026-03,优乐铺房地产分析深度合成算法,服务提供者,未回填,服务提供者,武汉优乐铺房地产经纪有限公司,优乐铺(小程序),应用于对话生成场景，根据用户输入的文本内容，生成商业地产相关的文本回复。,2026-03-12,100,湖北省,武汉市,未回填,未回填,未回填,未回填,114.466479,30.539840,未回填
7845,第十六批,深度合成,2026-03,张江智荟智慧园区企业服务生成合成类算法,服务提供者,未回填,服务提供者,上海张江智荟科技有限公司,Ai张江企业服务平台(网站)、Ai张江(小程序),应用于对话生成场景，根据用户输入的文本内容，生成相应的文本回复。,2026-03-12,2500,上海市,上海市,未回填,未回填,未回填,未回填,121.451641,31.182575,未回填
7846,第十六批,深度合成,2026-03,算测智能客服生成合成算法,服务提供者,未回填,服务提供者,广州算测智能科技有限公司,算测智能客服(网站),应用于对话生成场景，根据用户输入的文本内容，生成相应的文本回复。,2026-03-12,500,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7847,第十六批,深度合成,2026-03,中信建投证券翼答内容生成算法,服务提供者,内容生成,服务提供者,中信建投证券股份有限公司,蜻蜓点金（APP）,应用于对话生成场景，根据用户输入的文本，生成相应的文本内容。,2026-03-12,775,北京市,北京市,朝阳区,金融业,货币金融服务,货币银行服务,116.408520,40.004227,G4
7848,第十六批,深度合成,2026-03,星罗AI多模态生成算法,服务提供者,智能搜索,服务提供者,星罗智算科技（杭州）有限公司,星罗AI克隆数字人(网站),应用于多模态生成场景，根据用户输入的文本、图片、音频、视频，生成相应的文本、图片、音频、视频。,2026-03-12,100,浙江省,杭州市,未回填,未回填,未回填,未回填,120.111569,30.255667,G4
7849,第十六批,深度合成,2026-03,知运AI文本生成合成算法,服务提供者,未回填,服务提供者,武汉灵通云智能科技有限公司,知运AI(小程序),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2026-03-12,20,湖北省,武汉市,未回填,未回填,未回填,未回填,114.466479,30.539840,未回填
7850,第十六批,深度合成,2026-03,融媒大脑智能体问答生成算法,服务提供者,内容生成,服务提供者,江西融媒大脑科技有限公司,融媒大脑智能体(网站),应用于对话生成场景，根据用户输入的文本，生成相应的文本内容。,2026-03-12,6000,江西省,南昌市,西湖区,科学研究和技术服务业,科技推广和应用服务业,其他科技推广和应用服务业,115.912834,28.688456,未回填
7851,第十六批,深度合成,2026-03,爱搭衣橱生成算法,服务提供者,未回填,服务提供者,北京玲珑象限科技有限公司,爱搭衣橱(APP),应用于图像生成场景，根据用户输入的图像，生成衣服穿搭效果图像。,2026-03-12,100,北京市,北京市,未回填,未回填,未回填,未回填,116.374479,39.853067,未回填
7852,第十六批,深度合成,2026-03,小玖智能问答生成算法,服务提供者,未回填,服务提供者,苏州玖物智能科技股份有限公司,小玖企业微信应用(小程序)、小玖专家系统(网站),应用于对话生成场景，根据用户输入的文本、图像，生成相应的文本回复，回复内容中附带文档片段截图。,2026-03-12,5250,江苏省,苏州市,未回填,未回填,未回填,未回填,120.662202,31.348362,未回填
7853,第十六批,深度合成,2026-03,合创共富赋能仓小程序智能生成合成算法,服务提供者,未回填,服务提供者,杭州熔合智造科技有限公司,合创共富赋能仓(小程序),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2026-03-12,1000,浙江省,杭州市,未回填,未回填,未回填,未回填,120.111569,30.255667,未回填
7854,第十六批,深度合成,2026-03,MemoTalk数据合成算法,服务提供者,未回填,服务提供者,上海律士家科技有限公司,MemoTalk(APP),应用于文本生成场景，根据用户输入的文本，生成相应的文本内容。,2026-03-12,100,上海市,上海市,未回填,未回填,未回填,未回填,121.451641,31.182575,未回填
7855,第十六批,深度合成,2026-03,尖刀视线束外观瑕疵检测视觉大模型算法,服务提供者,未回填,服务提供者,尖刀视智能科技（杭州）有限公司,线束外观瑕疵检测视觉大模型(APP),应用于文本生成场景，根据用户输入的线束缺陷文本描述、待检测图像，生成相应的检测线束产品的文本内容。,2026-03-12,200,浙江省,杭州市,未回填,未回填,未回填,未回填,120.111569,30.255667,未回填
7856,第十六批,深度合成,2026-03,尖刀视新能源车用波纹管外观瑕疵检测视觉大模型算法,服务提供者,未回填,服务提供者,尖刀视智能科技（杭州）有限公司,新能源车用波纹管外观瑕疵检测视觉大模型(APP),应用于文本生成场景，根据用户输入的新能源车用波纹管待检测外观图像、文本描述内容，生成相应的处置文本方案。,2026-03-12,200,浙江省,杭州市,未回填,未回填,未回填,未回填,120.111569,30.255667,未回填
7857,第十六批,深度合成,2026-03,聪瓜场地预订AI文本生成算法,服务提供者,未回填,服务提供者,广州聪瓜科技有限公司,聪瓜场地预订系统(小程序)、聪瓜场地预订系统(网站),应用于对话生成场景，根据用户输入的文本内容，生成预约服务相关的文本回复。,2026-03-12,50,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7858,第十六批,深度合成,2026-03,网亿容亿推深度合成算法,服务提供者,未回填,服务提供者,山东网亿网络科技有限公司,亿起推(网站),应用于文本图像生成场景，根据用户输入的文本或图像信息，生成相应的文本、图像内容。,2026-03-12,500,山东省,未回填,未回填,未回填,未回填,未回填,117.980711,36.438472,未回填
7859,第十六批,深度合成,2026-03,尖刀视医疗管外观瑕疵检测视觉大模型算法,服务提供者,未回填,服务提供者,尖刀视智能科技（杭州）有限公司,医疗管外观瑕疵检测视觉大模型(APP),应用于文本生成场景，根据用户输入的医疗管外观瑕疵文本描述、待检测图像，生成相应的检测分析文本内容。,2026-03-12,200,浙江省,杭州市,未回填,未回填,未回填,未回填,120.111569,30.255667,未回填
7860,第十六批,深度合成,2026-03,我行商旅行程综合算法,服务提供者,未回填,服务提供者,山东我行商旅服务有限公司,智航企行(APP),应用于对话生成场景，根据用户输入的文本内容，生成商旅相关的文本方案回复。,2026-03-12,1000,山东省,未回填,未回填,未回填,未回填,未回填,117.980711,36.438472,未回填
7861,第十六批,深度合成,2026-03,航通智能货物报关风险分析生成算法,服务技术支持者,未回填,服务技术支持者,深圳市航通智能技术有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的企业申报文本、报关单证扫描件图像数据，生成相应的货物报关风险分析文本报告。,2026-03-12,5500,广东省,深圳市,未回填,未回填,未回填,未回填,113.968750,22.605818,未回填
7862,第十六批,深度合成,2026-03,龙坤AI碳效分析生成算法,服务提供者,未回填,服务提供者,龙坤（无锡）智慧科技有限公司,零碳园区智慧管理系统(APP),应用于对话生成场景，根据用户输入的文本内容，生成碳效相关的文本回复。,2026-03-12,100,江苏省,无锡市,未回填,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.311929,31.491177,G4
7863,第十六批,深度合成,2026-03,工会智脑生成合成算法,服务提供者,未回填,服务提供者,中华全国总工会信息中心,职工之家(APP),应用于对话生成场景，根据用户输入的文本、音频内容，生成相应的文本回复。,2026-03-12,50,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填,未回填
7864,第十六批,深度合成,2026-03,新腔图像生成算法,服务提供者,内容生成,服务提供者,杭州新腔九纬科技有限公司,xinQ.AI协同创作平台(网站),应用于图像生成场景，根据用户输入的文本，生成相应的图像。,2026-03-12,100,浙江省,杭州市,未回填,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.155070,30.274085,G4
7865,第十六批,深度合成,2026-03,节奏跳吧舞蹈对比评分合成算法,服务提供者,未回填,服务提供者,上海节奏跳吧科技有限公司,爱跳(APP),应用于文本生成场景，根据用户输入的视频，生成相应的文本内容。,2026-03-12,100,上海市,上海市,未回填,未回填,未回填,未回填,121.451641,31.182575,未回填
